Country,Year,Income share of the richest 1% (before tax) (World Inequality Database)
New Caledonia,1999,12.55
New Caledonia,2000,12.76
New Caledonia,2001,13.14
New Caledonia,2002,13.51
New Caledonia,2003,13.88
New Caledonia,2004,14.23
New Caledonia,2005,14.58
New Caledonia,2006,14.92
New Caledonia,2007,15.25
New Caledonia,2008,15.57
New Caledonia,2009,15.89
New Caledonia,2010,16.2
New Caledonia,2011,16.18
New Caledonia,2012,16.16
New Caledonia,2013,16.14
New Caledonia,2014,16.12
New Caledonia,2015,16.11
New Caledonia,2016,16.09
New Caledonia,2017,16.07
New Caledonia,2018,16.06
New Caledonia,2019,16.05
New Caledonia,2020,16.03
New Caledonia,2021,16.03
New Caledonia,2022,16.03
New Caledonia,2023,16.03
New Zealand,1921,20.73
New Zealand,1922,19.27
New Zealand,1923,20.09
New Zealand,1924,19.99
New Zealand,1925,20.24
New Zealand,1926,19.79
New Zealand,1927,19.52
New Zealand,1928,20.94
New Zealand,1929,20.03
New Zealand,1930,19.09
New Zealand,1931,19.28
New Zealand,1932,19.96
New Zealand,1933,19.67
New Zealand,1934,18.92
New Zealand,1935,18.85
New Zealand,1936,19.7
New Zealand,1937,15.51
New Zealand,1938,13.8
New Zealand,1939,14.68
New Zealand,1940,13.94
New Zealand,1941,13.78
New Zealand,1942,13.55
New Zealand,1943,13.46
New Zealand,1944,13.28
New Zealand,1945,13.16
New Zealand,1946,14.18
New Zealand,1947,14.6
New Zealand,1948,14.52
New Zealand,1949,15.06
New Zealand,1950,17.36
New Zealand,1951,14.76
New Zealand,1952,14.88
New Zealand,1953,14.85
New Zealand,1954,14.38
New Zealand,1955,13.22
New Zealand,1956,13.44
New Zealand,1957,13.18
New Zealand,1958,11.06
New Zealand,1959,11.58
New Zealand,1960,11.33
New Zealand,1961,11.19
New Zealand,1962,11.1
New Zealand,1963,11.18
New Zealand,1964,11.75
New Zealand,1965,10.33
New Zealand,1966,10.12
New Zealand,1967,10.13
New Zealand,1968,10.33
New Zealand,1969,10.33
New Zealand,1970,10.19
New Zealand,1971,9.98
New Zealand,1972,11.02
New Zealand,1973,11.59
New Zealand,1974,10.95
New Zealand,1975,9.01
New Zealand,1976,10.76
New Zealand,1977,8.71
New Zealand,1978,8.51
New Zealand,1979,8.08
New Zealand,1980,7.7
New Zealand,1981,7.66
New Zealand,1982,7.72
New Zealand,1983,8.59
New Zealand,1984,8.52
New Zealand,1985,8.1
New Zealand,1986,7.19
New Zealand,1987,7.88
New Zealand,1988,8.15
New Zealand,1989,9.93
New Zealand,1990,11.94
New Zealand,1991,10.62
New Zealand,1992,11.33
New Zealand,1993,12.08
New Zealand,1994,12.34
New Zealand,1995,12.45
New Zealand,1996,11.93
New Zealand,1997,12.91
New Zealand,1998,13.77
New Zealand,1999,18.17
New Zealand,2000,11.65
New Zealand,2001,12.83
New Zealand,2002,12.59
New Zealand,2003,13.21
New Zealand,2004,21.55
New Zealand,2005,18.33
New Zealand,2006,10.41
New Zealand,2007,10.71
New Zealand,2008,18.33
New Zealand,2009,20.87
New Zealand,2010,22.64
New Zealand,2011,19.82
New Zealand,2012,14.69
New Zealand,2013,12.57
New Zealand,2014,11.88
New Zealand,2015,11.8
New Zealand,2016,11.39
New Zealand,2017,11.61
New Zealand,2018,10.76
New Zealand,2022,12.26
New Zealand,2023,12.22
Nicaragua,2022,17.87
Nicaragua,2023,17.87
Niger,1992,16.62
Niger,1994,16.62
Niger,2005,23.49
Niger,2007,15.92
Niger,2011,11.99
Niger,2014,11.41
Niger,2022,13.86
Niger,2023,13.86
Nigeria,1985,11.27
Nigeria,1992,11.39
Nigeria,2003,13.45
Nigeria,2009,10.56
Nigeria,2018,11.42
Nigeria,2022,11.42
Nigeria,2023,11.42
North Africa (WID),1980,22.11
North Africa (WID),1981,20.22
North Africa (WID),1982,19.98
North Africa (WID),1983,24.05
North Africa (WID),1984,19.31
North Africa (WID),1985,19.42
North Africa (WID),1986,19.35
North Africa (WID),1987,18.3
North Africa (WID),1988,18.45
North Africa (WID),1989,18.48
North Africa (WID),1990,18.29
North Africa (WID),1991,18.56
North Africa (WID),1992,18.73
North Africa (WID),1993,18.38
North Africa (WID),1994,18.46
North Africa (WID),1995,18.69
North Africa (WID),1996,18.81
North Africa (WID),1997,19.33
North Africa (WID),1998,19.82
North Africa (WID),1999,20.22
North Africa (WID),2000,19.99
North Africa (WID),2001,19.96
North Africa (WID),2002,20.28
North Africa (WID),2003,19.76
North Africa (WID),2004,19.91
North Africa (WID),2005,19.61
North Africa (WID),2006,19.92
North Africa (WID),2007,20.26
North Africa (WID),2008,19.99
North Africa (WID),2009,19.5
North Africa (WID),2010,18.97
North Africa (WID),2011,19.01
North Africa (WID),2012,20.27
North Africa (WID),2013,21.46
North Africa (WID),2014,22
North Africa (WID),2015,22.19
North Africa (WID),2016,22.35
North Africa (WID),2017,22
North Africa (WID),2018,21.95
North Africa (WID),2019,22.06
North Africa (WID),2020,21.34
North Africa (WID),2021,21.44
North Africa (WID),2022,20.76
North Africa (WID),2023,20.85
North America (WID),1820,16.14
North America (WID),1850,16.85
North America (WID),1880,11.81
North America (WID),1900,15.4
North America (WID),1910,19.86
North America (WID),1920,18.74
North America (WID),1930,19.06
North America (WID),1940,20.38
North America (WID),1950,16.1
North America (WID),1960,12.27
North America (WID),1970,10.75
North America (WID),1980,10.26
North America (WID),1981,10.51
North America (WID),1982,10.81
North America (WID),1983,11.36
North America (WID),1984,12
North America (WID),1985,12.11
North America (WID),1986,11.83
North America (WID),1987,13.08
North America (WID),1988,15.01
North America (WID),1989,14.52
North America (WID),1990,14.57
North America (WID),1991,13.53
North America (WID),1992,14.57
North America (WID),1993,14.08
North America (WID),1994,13.93
North America (WID),1995,14.43
North America (WID),1996,15.17
North America (WID),1997,15.94
North America (WID),1998,16.26
North America (WID),1999,16.69
North America (WID),2000,17.26
North America (WID),2001,16.53
North America (WID),2002,16.03
North America (WID),2003,16.26
North America (WID),2004,16.98
North America (WID),2005,17.95
North America (WID),2006,18.4
North America (WID),2007,18.29
North America (WID),2008,17.81
North America (WID),2009,16.58
North America (WID),2010,17.75
North America (WID),2011,17.96
North America (WID),2012,19.3
North America (WID),2013,18.29
North America (WID),2014,18.77
North America (WID),2015,18.75
North America (WID),2016,18.54
North America (WID),2017,18.9
North America (WID),2018,19.1
North America (WID),2019,18.91
North America (WID),2020,18.07
North America (WID),2021,19.75
North America (WID),2022,20.61
North America (WID),2023,20.62
North America and Oceania (WID),1980,10.24
North America and Oceania (WID),1981,10.47
North America and Oceania (WID),1982,10.75
North America and Oceania (WID),1983,11.33
North America and Oceania (WID),1984,11.97
North America and Oceania (WID),1985,12.09
North America and Oceania (WID),1986,11.84
North America and Oceania (WID),1987,13.08
North America and Oceania (WID),1988,15.01
North America and Oceania (WID),1989,14.54
North America and Oceania (WID),1990,14.57
North America and Oceania (WID),1991,13.54
North America and Oceania (WID),1992,14.5
North America and Oceania (WID),1993,13.95
North America and Oceania (WID),1994,13.89
North America and Oceania (WID),1995,14.38
North America and Oceania (WID),1996,15.08
North America and Oceania (WID),1997,15.88
North America and Oceania (WID),1998,16.18
North America and Oceania (WID),1999,16.59
North America and Oceania (WID),2000,17.14
North America and Oceania (WID),2001,16.52
North America and Oceania (WID),2002,15.98
North America and Oceania (WID),2003,16.25
North America and Oceania (WID),2004,17.06
North America and Oceania (WID),2005,17.96
North America and Oceania (WID),2006,18.32
North America and Oceania (WID),2007,18.2
North America and Oceania (WID),2008,17.69
North America and Oceania (WID),2009,16.56
North America and Oceania (WID),2010,17.78
North America and Oceania (WID),2011,17.92
North America and Oceania (WID),2012,19.18
North America and Oceania (WID),2013,18.2
North America and Oceania (WID),2014,18.67
North America and Oceania (WID),2015,18.53
North America and Oceania (WID),2016,18.34
North America and Oceania (WID),2017,18.71
North America and Oceania (WID),2018,18.76
North America and Oceania (WID),2019,18.62
North America and Oceania (WID),2020,17.81
North America and Oceania (WID),2021,19.5
North America and Oceania (WID),2022,20.26
North America and Oceania (WID),2023,20.27
North Korea,2022,14.96
North Korea,2023,15.08
North Macedonia,1980,7.55
North Macedonia,1981,7.55
North Macedonia,1982,7.55
North Macedonia,1983,7.55
North Macedonia,1984,7.62
North Macedonia,1985,7.48
North Macedonia,1986,7.52
North Macedonia,1987,7.83
North Macedonia,1988,7.72
North Macedonia,1989,7.7
North Macedonia,1996,8.78
North Macedonia,1997,9.17
North Macedonia,1998,8.95
North Macedonia,1999,8.39
North Macedonia,2000,8.57
North Macedonia,2001,8.44
North Macedonia,2011,8.1
North Macedonia,2012,8.1
North Macedonia,2013,8.5
North Macedonia,2014,8.91
North Macedonia,2015,8.37
North Macedonia,2016,8.41
North Macedonia,2017,8.65
North Macedonia,2022,6.99
North Macedonia,2023,7
Norway,1980,7.61
Norway,1981,7.29
Norway,1982,7.33
Norway,1983,7.35
Norway,1984,8.07
Norway,1985,9.11
Norway,1986,5.88
Norway,1987,5.46
Norway,1988,4.87
Norway,1989,5.65
Norway,1990,5.8
Norway,1991,6.22
Norway,1992,6.89
Norway,1993,8.13
Norway,1994,9.03
Norway,1995,8.36
Norway,1996,10
Norway,1997,10.43
Norway,1998,8.66
Norway,1999,10.28
Norway,2000,13.27
Norway,2001,10.51
Norway,2002,12.58
Norway,2003,11.69
Norway,2004,13.15
Norway,2005,15.03
Norway,2006,14
Norway,2007,13.48
Norway,2008,14.3
Norway,2009,10.86
Norway,2010,12.62
Norway,2011,12.39
Norway,2012,13.24
Norway,2013,12.83
Norway,2014,11.99
Norway,2015,10.02
Norway,2016,9.77
Norway,2017,10.6
Norway,2022,10
Norway,2023,9.66
Oceania (WID),1820,15.87
Oceania (WID),1850,15.19
Oceania (WID),1880,14.91
Oceania (WID),1900,16.42
Oceania (WID),1910,16.55
Oceania (WID),1920,14.26
Oceania (WID),1930,13.51
Oceania (WID),1940,12.79
Oceania (WID),1950,17.1
Oceania (WID),1960,8.66
Oceania (WID),1970,7.53
Oceania (WID),1980,6.28
Oceania (WID),1981,6.11
Oceania (WID),1982,6.15
Oceania (WID),1983,6.56
Oceania (WID),1984,6.6
Oceania (WID),1985,6.75
Oceania (WID),1986,7.08
Oceania (WID),1987,8.21
Oceania (WID),1988,9.9
Oceania (WID),1989,8.98
Oceania (WID),1990,8.2
Oceania (WID),1991,8.03
Oceania (WID),1992,7.96
Oceania (WID),1993,8.51
Oceania (WID),1994,8.83
Oceania (WID),1995,9.13
Oceania (WID),1996,9.49
Oceania (WID),1997,9.66
Oceania (WID),1998,9.66
Oceania (WID),1999,10.33
Oceania (WID),2000,10.34
Oceania (WID),2001,10.35
Oceania (WID),2002,10.71
Oceania (WID),2003,10.85
Oceania (WID),2004,13.27
Oceania (WID),2005,13.41
Oceania (WID),2006,11.33
Oceania (WID),2007,12.19
Oceania (WID),2008,12.84
Oceania (WID),2009,13.71
Oceania (WID),2010,15.14
Oceania (WID),2011,14.02
Oceania (WID),2012,12.41
Oceania (WID),2013,12.74
Oceania (WID),2014,12.26
Oceania (WID),2015,11.81
Oceania (WID),2016,11.14
Oceania (WID),2017,11.62
Oceania (WID),2018,11.53
Oceania (WID),2019,11.59
Oceania (WID),2020,11.77
Oceania (WID),2021,11.97
Oceania (WID),2022,12.27
Oceania (WID),2023,11.36
Oman,2010,19.76
Oman,2022,19.78
Oman,2023,19.75
Pakistan,1987,15.82
Pakistan,1990,15.08
Pakistan,1996,16.65
Pakistan,1998,18.59
Pakistan,2001,17.06
Pakistan,2004,16.54
Pakistan,2005,19.19
Pakistan,2007,17.27
Pakistan,2010,17.92
Pakistan,2011,17.49
Pakistan,2013,16.22
Pakistan,2015,17.46
Pakistan,2018,16.47
Pakistan,2022,16.31
Pakistan,2023,17.51
Palau,1980,8.81
Palau,1981,8.95
Palau,1982,9.1
Palau,1983,9.25
Palau,1984,9.4
Palau,1985,9.55
Palau,1986,9.71
Palau,1987,9.87
Palau,1988,10.03
Palau,1989,10.2
Palau,1990,10.37
Palau,1991,10.65
Palau,1992,10.91
Palau,1993,11.17
Palau,1994,11.42
Palau,1995,11.66
Palau,1996,11.89
Palau,1997,12.12
Palau,1998,12.34
Palau,1999,12.55
Palau,2000,12.76
Palau,2001,13.14
Palau,2002,13.51
Palau,2003,13.88
Palau,2004,14.23
Palau,2005,14.58
Palau,2006,14.92
Palau,2007,15.25
Palau,2008,15.57
Palau,2009,15.89
Palau,2010,16.2
Palau,2011,16.18
Palau,2012,16.16
Palau,2013,16.14
Palau,2014,16.12
Palau,2015,16.11
Palau,2016,16.09
Palau,2017,16.07
Palau,2018,16.06
Palau,2019,16.05
Palau,2020,16.03
Palau,2021,16.03
Palau,2022,16.03
Palau,2023,16.03
Palestine,1997,19.23
Palestine,2005,21.5
Palestine,2006,20.93
Palestine,2007,22.45
Palestine,2008,20.9
Palestine,2009,19.33
Palestine,2010,22.22
Palestine,2016,18.19
Palestine,2022,17.99
Palestine,2023,17.99
Panama,2022,17.87
Panama,2023,17.87
Papua New Guinea,1996,17.92
Papua New Guinea,2009,16.14
Papua New Guinea,2022,16.23
Papua New Guinea,2023,16.22
Paraguay,2022,17.87
Paraguay,2023,17.87
Peru,2001,28.16
Peru,2002,22.48
Peru,2003,34.15
Peru,2004,25.49
Peru,2005,21.57
Peru,2006,27.41
Peru,2007,27.67
Peru,2008,23.13
Peru,2009,19.58
Peru,2010,23.56
Peru,2011,23.29
Peru,2012,21.99
Peru,2013,23.29
Peru,2014,24.11
Peru,2015,24.52
Peru,2016,22.89
Peru,2017,24.14
Peru,2018,22.89
Peru,2019,21.63
Peru,2022,26.9
Peru,2023,26.9
Philippines,1985,19.71
Philippines,1988,19.26
Philippines,1991,21.59
Philippines,1994,19.68
Philippines,1997,26.26
Philippines,2000,22.47
Philippines,2003,18.03
Philippines,2006,18.4
Philippines,2009,17.61
Philippines,2012,18.12
Philippines,2015,17.23
Philippines,2018,17.45
Philippines,2022,16.46
Philippines,2023,16.94
Poland,1980,4.24
Poland,1981,4.24
Poland,1982,4.24
Poland,1983,4.24
Poland,1984,4.74
Poland,1985,4.18
Poland,1986,4.18
Poland,1987,4.31
Poland,1988,4.16
Poland,1989,4.4
Poland,1990,5.4
Poland,1991,6.47
Poland,1992,7.76
Poland,1993,8.4
Poland,1994,9.92
Poland,1995,11.8
Poland,1996,8.96
Poland,1997,9.74
Poland,1998,10.87
Poland,1999,10.66
Poland,2000,10.51
Poland,2001,10.08
Poland,2002,10.59
Poland,2003,10.37
Poland,2004,13.47
Poland,2005,14.59
Poland,2006,16.45
Poland,2007,17.23
Poland,2008,15.86
Poland,2009,14.44
Poland,2010,13.9
Poland,2011,13.75
Poland,2012,13.9
Poland,2013,13.53
Poland,2014,14.2
Poland,2015,14.67
Poland,2016,14.35
Poland,2017,14.18
Poland,2018,16.24
Poland,2022,16.42
Poland,2023,15.47
Portugal,1980,6.78
Portugal,1981,6.68
Portugal,1982,6.77
Portugal,1983,6.91
Portugal,1984,7.07
Portugal,1985,7.37
Portugal,1986,7.69
Portugal,1987,7.9
Portugal,1988,8.1
Portugal,1989,8.32
Portugal,1990,8.89
Portugal,1991,9.07
Portugal,1992,9.17
Portugal,1993,9.61
Portugal,1994,9.67
Portugal,1995,9.87
Portugal,1996,9.67
Portugal,1997,10.11
Portugal,1998,10.28
Portugal,1999,10.8
Portugal,2000,10.46
Portugal,2001,11.17
Portugal,2002,10.32
Portugal,2003,10.32
Portugal,2004,10.89
Portugal,2005,10.43
Portugal,2006,10.52
Portugal,2007,11.11
Portugal,2008,9.74
Portugal,2009,9.68
Portugal,2010,10.06
Portugal,2011,11.21
Portugal,2012,10.14
Portugal,2013,10.58
Portugal,2014,10.76
Portugal,2015,10.84
Portugal,2016,11.03
Portugal,2017,11.86
Portugal,2022,9.39
Portugal,2023,9.74
Puerto Rico,1980,23.75
Puerto Rico,1981,23.64
Puerto Rico,1982,23.53
Puerto Rico,1983,23.42
Puerto Rico,1984,23.31
Puerto Rico,1985,23.19
Puerto Rico,1986,23.07
Puerto Rico,1987,22.95
Puerto Rico,1988,22.83
Puerto Rico,1989,22.71
Puerto Rico,1990,22.58
Puerto Rico,1991,22.57
Puerto Rico,1992,22.55
Puerto Rico,1993,22.54
Puerto Rico,1994,22.53
Puerto Rico,1995,22.52
Puerto Rico,1996,22.51
Puerto Rico,1997,22.5
Puerto Rico,1998,22.49
Puerto Rico,1999,22.48
Puerto Rico,2000,22.47
Puerto Rico,2001,22.31
Puerto Rico,2002,22.16
Puerto Rico,2003,22.02
Puerto Rico,2004,21.89
Puerto Rico,2005,21.76
Puerto Rico,2006,21.64
Puerto Rico,2007,21.53
Puerto Rico,2008,21.42
Puerto Rico,2009,21.31
Puerto Rico,2010,21.21
Puerto Rico,2011,21.2
Puerto Rico,2012,21.2
Puerto Rico,2013,21.2
Puerto Rico,2014,21.2
Puerto Rico,2015,21.19
Puerto Rico,2016,21.19
Puerto Rico,2017,21.19
Puerto Rico,2018,21.18
Puerto Rico,2019,21.18
Puerto Rico,2020,21.2
Puerto Rico,2021,21.2
Puerto Rico,2022,21.2
Puerto Rico,2023,21.2
Qatar,2007,22.55
Qatar,2012,24.06
Qatar,2022,24.2
Qatar,2023,24.05
Romania,1980,5.94
Romania,1981,5.94
Romania,1982,5.94
Romania,1983,5.94
Romania,1984,5.94
Romania,1985,5.94
Romania,1986,5.94
Romania,1987,5.94
Romania,1988,5.94
Romania,1989,5.94
Romania,1990,6.02
Romania,1991,6.38
Romania,1992,6.68
Romania,1993,7.79
Romania,1994,8.83
Romania,1995,11.76
Romania,1996,12.28
Romania,1997,12.54
Romania,1998,11.56
Romania,1999,12.44
Romania,2000,12.55
Romania,2001,11.41
Romania,2002,12.43
Romania,2003,14.41
Romania,2004,15.05
Romania,2005,14.98
Romania,2006,15.96
Romania,2007,18.82
Romania,2008,16.69
Romania,2009,15.94
Romania,2010,14.79
Romania,2011,14.35
Romania,2012,16.26
Romania,2013,15.1
Romania,2014,17.02
Romania,2015,17.94
Romania,2016,13.82
Romania,2017,13.31
Romania,2018,13.68
Romania,2022,13.42
Romania,2023,14.57
Russia,1905,17.99
Russia,1910,17.99
Russia,1920,4.1
Russia,1928,3.63
Russia,1930,4.1
Russia,1934,4.25
Russia,1940,4.2
Russia,1950,6
Russia,1956,5.48
Russia,1959,4.58
Russia,1960,5
Russia,1961,4.53
Russia,1964,4.38
Russia,1966,4
Russia,1968,3.8
Russia,1970,4.8
Russia,1972,4.05
Russia,1976,3.83
Russia,1980,3.46
Russia,1981,3.7
Russia,1982,3.9
Russia,1983,4.07
Russia,1984,4.37
Russia,1985,4.44
Russia,1986,4.52
Russia,1987,4.67
Russia,1988,5
Russia,1989,5.62
Russia,1990,9.64
Russia,1991,10.22
Russia,1992,10.74
Russia,1993,11.73
Russia,1994,12.29
Russia,1995,14.04
Russia,1996,17.09
Russia,1997,15.85
Russia,1998,15.02
Russia,1999,18.7
Russia,2000,21.85
Russia,2001,26.24
Russia,2002,25.47
Russia,2003,23.44
Russia,2004,22.63
Russia,2005,30.26
Russia,2006,26.19
Russia,2007,26.28
Russia,2008,24.27
Russia,2009,21.04
Russia,2010,19.39
Russia,2011,24.37
Russia,2012,19.06
Russia,2013,22.35
Russia,2014,19.22
Russia,2015,19.41
Russia,2016,19.71
Russia,2017,21.01
Russia,2022,24.33
Russia,2023,24.33
Russia and Central Asia (WID),1820,16.07
Russia and Central Asia (WID),1850,16.43
Russia and Central Asia (WID),1880,16.26
Russia and Central Asia (WID),1900,18.05
Russia and Central Asia (WID),1910,18.05
Russia and Central Asia (WID),1920,4.68
Russia and Central Asia (WID),1930,4.23
Russia and Central Asia (WID),1940,4.35
Russia and Central Asia (WID),1950,6.02
Russia and Central Asia (WID),1960,5.01
Russia and Central Asia (WID),1970,5.04
Russia and Central Asia (WID),1980,8.1
Russia and Central Asia (WID),1981,8.2
Russia and Central Asia (WID),1982,8.07
Russia and Central Asia (WID),1983,8.15
Russia and Central Asia (WID),1984,8.32
Russia and Central Asia (WID),1985,8.32
Russia and Central Asia (WID),1986,8.38
Russia and Central Asia (WID),1987,8.44
Russia and Central Asia (WID),1988,8.66
Russia and Central Asia (WID),1989,9.17
Russia and Central Asia (WID),1990,11.8
Russia and Central Asia (WID),1991,12.17
Russia and Central Asia (WID),1992,12.01
Russia and Central Asia (WID),1993,12.99
Russia and Central Asia (WID),1994,13.82
Russia and Central Asia (WID),1995,15.42
Russia and Central Asia (WID),1996,18.08
Russia and Central Asia (WID),1997,17.04
Russia and Central Asia (WID),1998,15.75
Russia and Central Asia (WID),1999,19.46
Russia and Central Asia (WID),2000,22.75
Russia and Central Asia (WID),2001,26.44
Russia and Central Asia (WID),2002,25.77
Russia and Central Asia (WID),2003,23.94
Russia and Central Asia (WID),2004,23.03
Russia and Central Asia (WID),2005,28.32
Russia and Central Asia (WID),2006,26.5
Russia and Central Asia (WID),2007,27.01
Russia and Central Asia (WID),2008,24.25
Russia and Central Asia (WID),2009,21.26
Russia and Central Asia (WID),2010,19.73
Russia and Central Asia (WID),2011,23.82
Russia and Central Asia (WID),2012,19.65
Russia and Central Asia (WID),2013,23.42
Russia and Central Asia (WID),2014,19.46
Russia and Central Asia (WID),2015,19.32
Russia and Central Asia (WID),2016,20
Russia and Central Asia (WID),2017,20.63
Russia and Central Asia (WID),2018,20.49
Russia and Central Asia (WID),2019,20.35
Russia and Central Asia (WID),2020,24.15
Russia and Central Asia (WID),2021,23.57
Russia and Central Asia (WID),2022,23.94
Russia and Central Asia (WID),2023,23.57
Rwanda,1984,23.95
Rwanda,2000,24.06
Rwanda,2005,26.75
Rwanda,2010,23.45
Rwanda,2013,22.49
Rwanda,2016,19.68
Rwanda,2022,19.68
Rwanda,2023,19.68
Saint Kitts and Nevis,1980,23.75
Saint Kitts and Nevis,1981,23.64
Saint Kitts and Nevis,1982,23.53
Saint Kitts and Nevis,1983,23.42
Saint Kitts and Nevis,1984,23.31
Saint Kitts and Nevis,1985,23.19
Saint Kitts and Nevis,1986,23.07
Saint Kitts and Nevis,1987,22.95
Saint Kitts and Nevis,1988,22.83
Saint Kitts and Nevis,1989,22.71
Saint Kitts and Nevis,1990,22.58
Saint Kitts and Nevis,1991,22.57
Saint Kitts and Nevis,1992,22.55
Saint Kitts and Nevis,1993,22.54
Saint Kitts and Nevis,1994,22.53
Saint Kitts and Nevis,1995,22.52
Saint Kitts and Nevis,1996,22.51
Saint Kitts and Nevis,1997,22.5
Saint Kitts and Nevis,1998,22.49
Saint Kitts and Nevis,1999,22.48
Saint Kitts and Nevis,2000,22.47
Saint Kitts and Nevis,2001,22.31
Saint Kitts and Nevis,2002,22.16
Saint Kitts and Nevis,2003,22.02
Saint Kitts and Nevis,2004,21.89
Saint Kitts and Nevis,2005,21.76
Saint Kitts and Nevis,2006,21.64
Saint Kitts and Nevis,2007,21.53
Saint Kitts and Nevis,2008,21.42
Saint Kitts and Nevis,2009,21.31
Saint Kitts and Nevis,2010,21.21
Saint Kitts and Nevis,2011,21.2
Saint Kitts and Nevis,2012,21.2
Saint Kitts and Nevis,2013,21.2
Saint Kitts and Nevis,2014,21.2
Saint Kitts and Nevis,2015,21.19
Saint Kitts and Nevis,2016,21.19
Saint Kitts and Nevis,2017,21.19
Saint Kitts and Nevis,2018,21.18
Saint Kitts and Nevis,2019,21.18
Saint Kitts and Nevis,2020,21.2
Saint Kitts and Nevis,2021,21.2
Saint Kitts and Nevis,2022,21.2
Saint Kitts and Nevis,2023,21.2
Saint Lucia,1980,23.75
Saint Lucia,1981,23.64
Saint Lucia,1982,23.53
Saint Lucia,1983,23.42
Saint Lucia,1984,23.31
Saint Lucia,1985,23.19
Saint Lucia,1986,23.07
Saint Lucia,1987,22.95
Saint Lucia,1988,22.83
Saint Lucia,1989,22.71
Saint Lucia,1990,22.58
Saint Lucia,1991,22.57
Saint Lucia,1992,22.55
Saint Lucia,1993,22.54
Saint Lucia,1994,22.53
Saint Lucia,1995,22.52
Saint Lucia,1996,22.51
Saint Lucia,1997,22.5
Saint Lucia,1998,22.49
Saint Lucia,1999,22.48
Saint Lucia,2000,22.47
Saint Lucia,2001,22.31
Saint Lucia,2002,22.16
Saint Lucia,2003,22.02
Saint Lucia,2004,21.89
Saint Lucia,2005,21.76
Saint Lucia,2006,21.64
Saint Lucia,2007,21.53
Saint Lucia,2008,21.42
Saint Lucia,2009,21.31
Saint Lucia,2010,21.21
Saint Lucia,2011,21.2
Saint Lucia,2012,21.2
Saint Lucia,2013,21.2
Saint Lucia,2014,21.2
Saint Lucia,2015,21.19
Saint Lucia,2016,21.19
Saint Lucia,2017,21.19
Saint Lucia,2018,21.18
Saint Lucia,2019,21.18
Saint Lucia,2020,21.2
Saint Lucia,2021,21.2
Saint Lucia,2022,21.2
Saint Lucia,2023,21.2
Saint Vincent and the Grenadines,1980,23.75
Saint Vincent and the Grenadines,1981,23.64
Saint Vincent and the Grenadines,1982,23.53
Saint Vincent and the Grenadines,1983,23.42
Saint Vincent and the Grenadines,1984,23.31
Saint Vincent and the Grenadines,1985,23.19
Saint Vincent and the Grenadines,1986,23.07
Saint Vincent and the Grenadines,1987,22.95
Saint Vincent and the Grenadines,1988,22.83
Saint Vincent and the Grenadines,1989,22.71
Saint Vincent and the Grenadines,1990,22.58
Saint Vincent and the Grenadines,1991,22.57
Saint Vincent and the Grenadines,1992,22.55
Saint Vincent and the Grenadines,1993,22.54
Saint Vincent and the Grenadines,1994,22.53
Saint Vincent and the Grenadines,1995,22.52
Saint Vincent and the Grenadines,1996,22.51
Saint Vincent and the Grenadines,1997,22.5
Saint Vincent and the Grenadines,1998,22.49
Saint Vincent and the Grenadines,1999,22.48
Saint Vincent and the Grenadines,2000,22.47
Saint Vincent and the Grenadines,2001,22.31
Saint Vincent and the Grenadines,2002,22.16
Saint Vincent and the Grenadines,2003,22.02
Saint Vincent and the Grenadines,2004,21.89
Saint Vincent and the Grenadines,2005,21.76
Saint Vincent and the Grenadines,2006,21.64
Saint Vincent and the Grenadines,2007,21.53
Saint Vincent and the Grenadines,2008,21.42
Saint Vincent and the Grenadines,2009,21.31
Saint Vincent and the Grenadines,2010,21.21
Saint Vincent and the Grenadines,2011,21.2
Saint Vincent and the Grenadines,2012,21.2
Saint Vincent and the Grenadines,2013,21.2
Saint Vincent and the Grenadines,2014,21.2
Saint Vincent and the Grenadines,2015,21.19
Saint Vincent and the Grenadines,2016,21.19
Saint Vincent and the Grenadines,2017,21.19
Saint Vincent and the Grenadines,2018,21.18
Saint Vincent and the Grenadines,2019,21.18
Saint Vincent and the Grenadines,2020,21.2
Saint Vincent and the Grenadines,2021,21.2
Saint Vincent and the Grenadines,2022,21.2
Saint Vincent and the Grenadines,2023,21.2
Samoa,1980,8.81
Samoa,1981,8.95
Samoa,1982,9.1
Samoa,1983,9.25
Samoa,1984,9.4
Samoa,1985,9.55
Samoa,1986,9.71
Samoa,1987,9.87
Samoa,1988,10.03
Samoa,1989,10.2
Samoa,1990,10.37
Samoa,1991,10.65
Samoa,1992,10.91
Samoa,1993,11.17
Samoa,1994,11.42
Samoa,1995,11.66
Samoa,1996,11.89
Samoa,1997,12.12
Samoa,1998,12.34
Samoa,1999,12.55
Samoa,2000,12.76
Samoa,2001,13.14
Samoa,2002,13.51
Samoa,2003,13.88
Samoa,2004,14.23
Samoa,2005,14.58
Samoa,2006,14.92
Samoa,2007,15.25
Samoa,2008,15.57
Samoa,2009,15.89
Samoa,2010,16.2
Samoa,2011,16.18
Samoa,2012,16.16
Samoa,2013,16.14
Samoa,2014,16.12
Samoa,2015,16.11
Samoa,2016,16.09
Samoa,2017,16.07
Samoa,2018,16.06
Samoa,2019,16.05
Samoa,2020,16.03
Samoa,2021,16.03
Samoa,2022,16.03
Samoa,2023,16.03
San Marino,1980,9.08
